Date,SPY Close,Daily Returns,Cumulative Returns,VIX Close,SPX 1M 25DP Vol BVOL INDEX,SPX 1M 25DC Vol BVOL INDEX,SPX 1M 100 Vol BVOL INDEX,P/C Ratio,P/C Spread,P/ATM Ratio,P/ATM Spread,ATM/C Ratio,ATM/C Spread
2014-09-08,176.0592803955078,-0.00258555163318952,0.10671733284888751,12.65999984741211,14.7333,9.7397,11.6422,1.51,4.99,1.27,3.09,1.2,1.9
2014-09-09,174.94456481933594,-0.006331478656891765,0.09971017567674267,13.5,13.1951,8.8516,10.4663,1.49,4.34,1.26,2.73,1.18,1.61
2014-09-10,175.60284423828125,0.0037627886275011235,0.10384815261932645,12.880000114440918,12.4543,8.5818,9.9929,1.45,3.87,1.25,2.46,1.16,1.41
2014-09-11,175.8047332763672,0.001149691162245503,0.10511723708485388,12.800000190734863,11.7128,8.1459,9.4097,1.44,3.57,1.24,2.3,1.16,1.26
2014-09-12,174.77780151367188,-0.00584132033055651,0.09866189330022168,13.3100004196167,11.8348,7.7505,9.2207,1.53,4.08,1.28,2.61,1.19,1.47
2014-09-15,174.6461181640625,-0.0007534329215090896,0.09783412526020174,14.119999885559082,13.77,9.1049,10.9289,1.51,4.67,1.26,2.84,1.2,1.82
2014-09-16,175.96267700195312,0.007538437451291458,0.10611007914536907,12.729999542236328,15.1527,9.8874,12.0161,1.53,5.27,1.26,3.14,1.22,2.13
2014-09-17,176.19970703125,0.0013470471882752744,0.10760006161740487,12.649999618530273,13.5072,8.9485,10.7265,1.51,4.56,1.26,2.78,1.2,1.78
2014-09-18,177.1388397216797,0.0053299333253893355,0.1135034960970227,12.029999732971191,16.3641,11.2517,13.3561,1.45,5.11,1.23,3.01,1.19,2.1
2014-09-19,176.9792022705078,-0.0009011995981383913,0.11250000719381448,12.109999656677246,15.3583,9.939,12.1589,1.55,5.42,1.26,3.2,1.22,2.22
2014-09-22,175.61241149902344,-0.007722889209294093,0.10390829289291781,13.6899995803833,16.407,10.6317,13.0055,1.54,5.78,1.26,3.4,1.22,2.37
2014-09-23,174.60714721679688,-0.005724335049246521,0.09758915196075701,14.930000305175781,17.191,11.115,13.6582,1.55,6.08,1.26,3.53,1.23,2.54
2014-09-24,175.97396850585938,0.007827980187806505,0.10618105809665712,13.270000457763672,17.7061,12.5276,14.7884,1.41,5.18,1.2,2.92,1.18,2.26
2014-09-25,173.13453674316406,-0.016135521559262678,0.08833224978529053,15.640000343322754,17.0103,11.6836,14.0144,1.46,5.33,1.21,3.0,1.2,2.33
2014-09-26,174.5101776123047,0.007945502353359446,0.09697959623719643,14.850000381469727,15.5119,10.6145,12.7124,1.46,4.9,1.22,2.8,1.2,2.1
2014-09-29,174.19271850585938,-0.0018191437931521781,0.09498403261348698,15.979999542236328,16.1867,11.0278,13.2167,1.47,5.16,1.22,2.97,1.2,2.19
2014-09-30,173.7342071533203,-0.002632207341799031,0.09210180760368902,16.309999465942383,18.6936,12.6807,15.2688,1.47,6.01,1.22,3.42,1.2,2.59
2014-10-01,171.3797149658203,-0.013552265993433066,0.07730135341513478,16.709999084472656,16.1446,10.7902,13.047,1.5,5.35,1.24,3.1,1.21,2.26
2014-10-02,171.40621948242188,0.00015465375588274988,0.07746796211565798,16.15999984741211,20.5352,13.7503,16.6171,1.49,6.78,1.24,3.92,1.21,2.87
2014-10-03,173.29331970214844,0.011009520106241455,0.08933036730840138,14.550000190734863,22.9076,15.3079,18.5873,1.5,7.6,1.23,4.32,1.21,3.28
2014-10-06,173.0904083251953,-0.001170912862087703,0.08805485637025723,15.460000038146973,25.6703,17.5025,21.0832,1.47,8.17,1.22,4.59,1.2,3.58
2014-10-07,170.4185791015625,-0.015436032819410084,0.0712596058980075,17.200000762939453,24.4344,16.7263,20.0125,1.46,7.71,1.22,4.42,1.2,3.29
2014-10-08,173.39906311035156,0.017489196450891864,0.08999507559546283,15.109999656677246,25.8655,17.6187,21.1403,1.47,8.25,1.22,4.73,1.2,3.52
2014-10-09,169.96002197265625,-0.019833101033000955,0.06837709313570439,18.760000228881836,26.0531,17.0999,20.9782,1.52,8.95,1.24,5.07,1.23,3.88
2014-10-10,168.02005004882812,-0.011414283790456503,0.056182333799430495,21.239999771118164,22.8074,14.7387,18.1125,1.55,8.07,1.26,4.69,1.23,3.37
2014-10-13,165.260009765625,-0.01642685073835548,0.03883258424961933,24.639999389648438,20.1372,13.1928,16.0353,1.53,6.94,1.26,4.1,1.22,2.84
2014-10-14,165.51571655273438,0.0015472998426662166,0.04043996974378539,22.790000915527344,17.4534,11.5955,13.7979,1.51,5.86,1.26,3.66,1.19,2.2
2014-10-15,164.39578247070312,-0.006766330747052796,0.03340000878604532,25.270000457763672,19.0214,13.4088,15.7123,1.42,5.61,1.21,3.31,1.17,2.3
2014-10-16,164.25474548339844,-0.0008579112260974631,0.032513443317458535,25.200000762939453,17.7471,12.0054,14.265,1.48,5.74,1.24,3.48,1.19,2.26
2014-10-17,166.19467163085938,0.011810472456986076,0.044707914901227275,21.989999771118164,17.1554,11.8105,13.9157,1.45,5.34,1.23,3.24,1.18,2.11
2014-10-20,167.80838012695312,0.009709748695662324,0.054851766215287645,18.56999969482422,17.1006,11.8439,13.9052,1.44,5.26,1.23,3.2,1.17,2.06
2014-10-21,171.13284301757812,0.019811065979600695,0.07574950415447712,16.079999923706055,15.2358,10.3664,12.2112,1.47,4.87,1.25,3.02,1.18,1.84
2014-10-22,169.91595458984375,-0.007110782514197944,0.06810008339067841,17.8700008392334,15.6337,10.4839,12.3307,1.49,5.15,1.27,3.3,1.18,1.85
2014-10-23,171.8911895751953,0.011624776437972217,0.08051650807347444,16.530000686645508,15.2064,10.600999999999999,12.293,1.43,4.61,1.24,2.91,1.16,1.69
2014-10-24,173.2139129638672,0.007695120337120276,0.0888312126293449,16.110000610351562,14.6528,10.4161,11.9233,1.41,4.24,1.23,2.73,1.14,1.51
2014-10-27,172.975830078125,-0.0013745020920568063,0.08733461184968916,16.040000915527344,15.1201,11.0325,12.4954,1.37,4.09,1.21,2.62,1.13,1.46
2014-10-28,174.95989990234375,0.011470214210405283,0.09980657276599292,14.390000343322754,15.751,10.7175,12.5652,1.47,5.03,1.25,3.19,1.17,1.85
2014-10-29,174.6953582763672,-0.001512012901951909,0.09814365103831912,15.149999618530273,14.6593,10.4428,11.8796,1.4,4.22,1.23,2.78,1.14,1.44
2014-10-30,175.8152618408203,0.006410608590306399,0.10518342016105575,14.520000457763672,14.1392,10.2606,11.6159,1.38,3.88,1.22,2.52,1.13,1.36
2014-10-31,177.82577514648438,0.011435374179770141,0.11782160610787562,14.029999732971191,12.9917,9.5406,10.7304,1.36,3.45,1.21,2.26,1.12,1.19
2014-11-03,177.92279052734375,0.0005455642230687285,0.11843144958394136,14.729999542236328,12.6379,9.1937,10.3062,1.37,3.44,1.23,2.33,1.12,1.11
2014-11-04,177.3055419921875,-0.0034691932007517856,0.11455139480353771,14.890000343322754,12.51,9.3361,10.2928,1.34,3.17,1.22,2.22,1.1,0.96
2014-11-05,178.42543029785156,0.0063161494732826284,0.1215910680087724,14.170000076293945,13.0932,9.3158,10.55,1.41,3.78,1.24,2.54,1.13,1.23
2014-11-06,179.13966369628906,0.004002979828857445,0.12608077443023813,13.670000076293945,13.603,9.4306,10.9337,1.44,4.17,1.24,2.67,1.16,1.5
2014-11-07,179.30718994140625,0.0009351711489267167,0.1271338526818464,13.119999885559082,13.2307,9.3102,10.6481,1.42,3.92,1.24,2.58,1.14,1.34
2014-11-10,179.87156677246094,0.0031475415527906225,0.13068155331871956,12.670000076293945,13.8814,9.7678,11.192,1.42,4.11,1.24,2.69,1.15,1.42
2014-11-11,180.04794311523438,0.0009805682239736324,0.13179026372133706,12.920000076293945,13.28,9.9714,11.0888,1.33,3.31,1.2,2.19,1.11,1.12
2014-11-12,179.85398864746094,-0.0010772378979597708,0.13057105635671462,13.020000457763672,13.8791,9.9529,11.2579,1.39,3.93,1.23,2.62,1.13,1.31
2014-11-13,180.05673217773438,0.0011272673561377733,0.13184551220233964,13.789999961853027,13.3117,9.2585,10.6195,1.44,4.05,1.25,2.69,1.15,1.36
2014-11-14,180.1008758544922,0.0002451653777335583,0.13212300153487466,13.3100004196167,12.4143,8.6778,9.8859,1.43,3.74,1.26,2.53,1.14,1.21
2014-11-17,180.21548461914062,0.0006363587300988183,0.13284343789044706,13.989999771118164,12.2366,8.4738,9.6655,1.44,3.76,1.27,2.57,1.14,1.19
2014-11-18,181.25601196289062,0.005773795442433949,0.1393842441691302,13.859999656677246,11.505,8.5877,9.6391,1.34,2.92,1.19,1.87,1.12,1.05
2014-11-19,180.96502685546875,-0.001605381825798169,0.1375550974109403,13.960000038146973,11.9529,8.097999999999999,9.5259,1.48,3.85,1.25,2.43,1.18,1.43
2014-11-20,181.282470703125,0.0017541723567935374,0.13955056511714825,13.579999923706055,13.2882,9.4189,10.6815,1.41,3.87,1.24,2.61,1.13,1.26
2014-11-21,182.25247192382812,0.005350772288908345,0.14564804070278692,12.899999618530273,14.377,10.3102,11.7566,1.39,4.07,1.22,2.62,1.14,1.45
2014-11-24,182.763916015625,0.002806239533533539,0.14886300352612225,12.619999885559082,13.3362,9.2629,10.6793,1.44,4.07,1.25,2.66,1.15,1.42
2014-11-25,182.63157653808594,-0.0007241006891521851,0.1480311110335275,12.25,12.7463,9.0044,10.3225,1.42,3.74,1.23,2.42,1.15,1.32
2014-11-26,183.09896850585938,0.0025592067737310042,0.15096916002933836,12.069999694824219,12.9536,8.8714,10.2773,1.46,4.08,1.26,2.68,1.16,1.41
2014-11-28,182.7110137939453,-0.002118825218295206,0.1485304575475881,13.329999923706055,12.175999999999998,8.4863,9.759,1.43,3.69,1.25,2.42,1.15,1.27
2014-12-01,181.44119262695312,-0.006949888463889997,0.14054829897025178,14.15999984741211,14.548,10.1246,11.789000000000001,1.44,4.42,1.23,2.76,1.16,1.66
2014-12-02,182.61399841308594,0.006463834199679885,0.14792061407152235,12.850000381469727,15.3129,10.0495,12.037,1.52,5.26,1.27,3.28,1.2,1.99
2014-12-03,183.31942749023438,0.0038629518179253974,0.152354976094484,12.5,19.0077,13.0237,15.5484,1.46,5.98,1.22,3.46,1.19,2.52
2014-12-04,183.1166229248047,-0.0011062906327289346,0.1510801365788521,12.380000114440918,20.049,12.9917,15.8824,1.54,7.06,1.26,4.17,1.22,2.89
2014-12-05,183.4164276123047,0.0016372335985199715,0.15296472365304803,11.890000343322754,22.6169,14.5633,17.9431,1.55,8.05,1.26,4.67,1.23,3.38
2014-12-08,182.19073486328125,-0.006682567995568212,0.14525995849074502,14.210000038146973,21.1356,14.2581,17.1241,1.48,6.88,1.23,4.01,1.2,2.87
2014-12-09,182.06727600097656,-0.0006776352397794838,0.1444838899841634,15.350000381469727,23.8596,16.279,19.3978,1.47,7.58,1.23,4.46,1.19,3.12
2014-12-10,179.1485137939453,-0.016031229066202912,0.12613640658124825,18.530000686645508,19.8183,13.5503,16.1138,1.46,6.27,1.23,3.7,1.19,2.56
2014-12-11,180.05673217773438,0.005069639510566493,0.13184551220233987,20.079999923706055,16.7996,11.5319,13.6269,1.46,5.27,1.23,3.17,1.18,2.1
2014-12-12,177.1467742919922,-0.01616133898770178,0.1135533731979288,21.079999923706055,16.3172,11.2163,13.1525,1.45,5.1,1.24,3.16,1.17,1.94
2014-12-15,175.92990112304688,-0.006869293408298449,0.10590404835163181,20.420000076293945,15.0348,10.7912,12.4462,1.39,4.24,1.21,2.59,1.15,1.66
2014-12-16,174.5189971923828,-0.008019693762444935,0.09703503655320356,23.56999969482422,15.0982,10.2071,12.1624,1.48,4.89,1.24,2.94,1.19,1.96
2014-12-17,177.94041442871094,0.01960484125723272,0.11854223429845168,19.440000534057617,14.5527,10.3067,12.0492,1.41,4.25,1.21,2.5,1.17,1.74
2014-12-18,182.3406982421875,0.024728973615150585,0.14620263569784964,16.809999465942383,14.8876,10.1723,11.9813,1.46,4.72,1.24,2.91,1.18,1.81
2014-12-19,183.11647033691406,0.004254519710658267,0.1510791774038347,16.489999771118164,15.2187,10.4926,12.2876,1.45,4.73,1.24,2.93,1.17,1.8
2014-12-22,183.95883178710938,0.0046001402749051845,0.15637430308741473,15.25,16.2846,10.6705,12.8967,1.53,5.61,1.26,3.39,1.21,2.23
2014-12-23,184.20709228515625,0.0013495437845254532,0.15793488084073126,14.800000190734863,19.6572,12.6365,15.2293,1.56,7.02,1.29,4.43,1.21,2.59
2014-12-24,184.22482299804688,9.62542357663132e-05,0.15804633697775383,14.369999885559082,18.6611,11.3012,14.1058,1.65,7.36,1.32,4.56,1.25,2.8
2014-12-26,184.8188934326172,0.0032247035166190763,0.1617806930730139,14.5,21.3487,13.4384,16.7483,1.59,7.91,1.27,4.6,1.25,3.31
2014-12-29,185.06719970703125,0.0013435113142510335,0.1633415585788358,15.0600004196167,22.5202,14.5198,17.8685,1.55,8.0,1.26,4.65,1.23,3.35
2014-12-30,184.07411193847656,-0.005366092803731792,0.15709895981306388,15.920000076293945,20.1924,13.5969,16.3562,1.49,6.6,1.23,3.84,1.2,2.76
2014-12-31,182.24757385253906,-0.009922840679236766,0.14561725118472824,19.200000762939453,17.903,11.7102,14.2464,1.53,6.19,1.26,3.66,1.22,2.54
2015-01-02,182.1499786376953,-0.0005355089935118462,0.1450037628435965,17.790000915527344,19.0037,12.1375,14.9627,1.57,6.87,1.27,4.04,1.23,2.83
2015-01-05,178.86044311523438,-0.018059488928099054,0.1243255800658909,19.920000076293945,20.6752,13.7107,16.5842,1.51,6.96,1.25,4.09,1.21,2.87
2015-01-06,177.17578125,-0.00941886219161936,0.1137357123687377,21.1200008392334,21.5099,14.045,17.2083,1.53,7.46,1.25,4.3,1.23,3.16
2015-01-07,179.3835906982422,0.012461124385431122,0.12761411161306135,19.309999465942383,22.5254,15.1104,18.3098,1.49,7.42,1.23,4.22,1.21,3.2
2015-01-08,182.56674194335938,0.017744941065829467,0.14762355756863288,17.010000228881836,23.6837,16.0929,19.4879,1.47,7.59,1.22,4.2,1.21,3.4
2015-01-09,181.10374450683594,-0.008013493700716467,0.1384270834192629,17.549999237060547,21.820999999999998,14.5679,17.6613,1.5,7.25,1.24,4.16,1.21,3.09
2015-01-12,179.68504333496094,-0.007833637983235886,0.12950905777744537,19.600000381469727,20.6987,14.0993,16.8943,1.47,6.6,1.23,3.8,1.2,2.8
2015-01-13,179.1796417236328,-0.0028127082919526813,0.1263320782847992,20.559999465942383,19.4318,13.228,15.8158,1.47,6.2,1.23,3.62,1.2,2.59
2015-01-14,178.097900390625,-0.0060371888379835426,0.1195321988339153,21.479999542236328,16.8308,11.3541,13.5088,1.48,5.48,1.25,3.32,1.19,2.15
2015-01-15,176.46644592285156,-0.009160436277997341,0.10927679546533087,22.389999389648438,17.1011,11.5969,13.7849,1.47,5.5,1.24,3.32,1.19,2.19
2015-01-16,178.7806396484375,0.013114072272967237,0.12382393153178861,20.950000762939453,16.1002,11.1699,13.1276,1.44,4.93,1.23,2.97,1.18,1.96
2015-01-20,179.16195678710938,0.0021328771360351606,0.126220909900282,19.889999389648438,18.7008,13.0996,15.3552,1.43,5.6,1.22,3.35,1.17,2.26
2015-01-21,180.06634521484375,0.005047882061307352,0.13190594022843682,18.850000381469727,21.0785,14.6498,17.3331,1.44,6.43,1.22,3.75,1.18,2.68
2015-01-22,182.7440948486328,0.014870905668653123,0.14873840669136196,16.399999618530273,19.6893,13.4957,16.1075,1.46,6.19,1.22,3.58,1.19,2.61
2015-01-23,181.74212646484375,-0.005482904301881808,0.14243998393957713,16.65999984741211,23.0372,15.7068,18.724,1.47,7.33,1.23,4.31,1.19,3.02
2015-01-26,182.16769409179688,0.002341601450533526,0.14511512306311758,15.520000457763672,20.366,13.49,16.3307,1.51,6.88,1.25,4.04,1.21,2.84
2015-01-27,179.7648162841797,-0.013190471667310799,0.13001051447654444,17.219999313354492,17.8956,11.7931,14.1999,1.52,6.1,1.26,3.7,1.2,2.41
2015-01-28,177.45944213867188,-0.012824390184692058,0.11551881872609271,20.440000534057617,18.4664,12.6186,14.9802,1.46,5.85,1.23,3.49,1.19,2.36
2015-01-29,179.09982299804688,0.009243694444239114,0.1258303338331952,18.760000228881836,17.5568,11.5547,13.8809,1.52,6.0,1.26,3.68,1.2,2.33
2015-01-30,176.84767150878906,-0.012574839279893446,0.11167319832881395,20.969999313354492,18.8642,12.5853,15.0728,1.5,6.28,1.25,3.79,1.2,2.49
2015-02-02,179.03775024414062,0.012383984005368776,0.12544014143611504,19.43000030517578,19.4273,12.9541,15.5649,1.5,6.47,1.25,3.86,1.2,2.61
2015-02-03,181.6268768310547,0.014461344511889074,0.14171551904893187,17.329999923706055,17.6416,11.819,14.0301,1.49,5.82,1.26,3.61,1.19,2.21
2015-02-04,180.93524169921875,-0.003807999916660365,0.13736786644754373,18.329999923706055,17.7029,11.8843,14.1794,1.49,5.82,1.25,3.52,1.19,2.3
2015-02-05,182.76181030273438,0.01009515109583825,0.1488497669108828,16.850000381469727,15.5406,10.4746,12.4044,1.48,5.07,1.25,3.14,1.18,1.93
2015-02-06,182.25640869140625,-0.002765356780450756,0.14567278741823664,17.290000915527344,14.6403,10.1027,11.7812,1.45,4.54,1.24,2.86,1.17,1.68
2015-02-09,181.44065856933594,-0.004475837793180282,0.14054494185769184,18.549999237060547,15.9542,10.6903,12.709000000000001,1.49,5.26,1.26,3.25,1.19,2.02
2015-02-10,183.37359619140625,0.010653277150290297,0.1526954832256635,17.229999542236328,15.7212,10.4918,12.5505,1.5,5.23,1.25,3.17,1.2,2.06
2015-02-11,183.4800262451172,0.0005804001007856385,0.15336450780030275,16.959999084472656,15.1194,10.5584,12.3513,1.43,4.56,1.22,2.77,1.17,1.79
2015-02-12,185.24449157714844,0.00961666165053865,0.16445602403155823,15.34000015258789,14.3071,9.8776,11.5575,1.45,4.43,1.24,2.75,1.17,1.68
2015-02-13,186.0070343017578,0.004116412413223136,0.16924940526353427,14.6899995803833,14.3976,10.0222,11.6501,1.44,4.38,1.24,2.75,1.16,1.63
2015-02-17,186.29966735839844,0.0015732365054854647,0.17108891111191205,15.800000190734863,13.479000000000001,9.4683,11.0947,1.42,4.01,1.21,2.38,1.17,1.63
2015-02-18,186.31736755371094,9.500926954664202e-05,0.17120017541393096,15.449999809265137,13.4614,9.4896,11.0174,1.42,3.97,1.22,2.44,1.16,1.53
2015-02-19,186.1844024658203,-0.0007136483819861761,0.17036435030376484,15.289999961853027,13.74,9.7102,11.2313,1.42,4.03,1.22,2.51,1.16,1.52
2015-02-20,187.3015899658203,0.006000435510193247,0.17738704611119172,14.300000190734863,13.6378,9.3206,10.968,1.46,4.32,1.24,2.67,1.18,1.65
2015-02-23,187.27500915527344,-0.00014191449496891995,0.1772199578231599,14.5600004196167,13.2175,8.9715,10.6068,1.47,4.25,1.25,2.61,1.18,1.64
2015-02-24,187.80703735351562,0.002840892656430505,0.18056431335634326,13.6899995803833,14.2575,9.7182,11.4641,1.47,4.54,1.24,2.79,1.18,1.75
2015-02-25,187.64743041992188,-0.0008498453297749453,0.17956101628813848,13.84000015258789,14.8724,9.8146,11.8376,1.52,5.06,1.26,3.03,1.21,2.02
2015-02-26,187.4257354736328,-0.0011814440826232175,0.1781674309053518,13.90999984741211,14.7419,9.696,11.7089,1.52,5.05,1.26,3.03,1.21,2.01
2015-02-27,186.787353515625,-0.0034060528368454746,0.1741545303850376,13.34000015258789,16.5354,10.9842,13.3356,1.51,5.55,1.24,3.2,1.21,2.35
2015-03-02,187.9666290283203,0.006313465502345572,0.18156751450704633,13.039999961853027,15.9087,10.6803,12.8946,1.49,5.23,1.23,3.01,1.21,2.21
2015-03-03,187.19522094726562,-0.00410396294832982,0.17671840520655935,13.859999656677246,17.4927,12.3459,14.6703,1.42,5.15,1.19,2.82,1.19,2.32
2015-03-04,186.40603637695312,-0.004215837168913716,0.17175755201654463,14.229999542236328,17.9967,12.732999999999999,15.1122,1.41,5.26,1.19,2.88,1.19,2.38
2015-03-05,186.6099853515625,0.0010941114277915887,0.173039585344807,14.039999961853027,16.1783,11.4728,13.602,1.41,4.71,1.19,2.58,1.19,2.13
2015-03-06,183.9854278564453,-0.014064400091842177,0.15654148729294892,15.199999809265137,16.7715,12.0671,14.254000000000001,1.39,4.7,1.18,2.52,1.18,2.19
2015-03-09,184.7479705810547,0.004144582174216316,0.16133486852492496,15.0600004196167,16.584,11.5238,13.772,1.44,5.06,1.2,2.81,1.2,2.25
2015-03-10,181.75096130371094,-0.01622214992629034,0.14249552017308487,16.690000534057617,16.7381,11.8736,14.0477,1.41,4.86,1.19,2.69,1.18,2.17
2015-03-11,181.3253631591797,-0.002341655535015641,0.13982018921454098,16.8700008392334,14.7251,10.0987,12.1333,1.46,4.63,1.21,2.59,1.2,2.03
2015-03-12,183.6307373046875,0.012714019182655578,0.1543118849649927,15.420000076293945,14.9632,10.1269,12.1943,1.48,4.84,1.23,2.77,1.2,2.07
2015-03-13,182.5046844482422,-0.006132158880225558,0.14723346108905466,16.0,13.6903,9.1145,10.9467,1.5,4.58,1.25,2.74,1.2,1.83
2015-03-16,184.94302368164062,0.013360419984671301,0.1625609819496725,15.609999656677246,14.0125,9.2505,11.2292,1.51,4.76,1.25,2.78,1.21,1.98
2015-03-17,184.393310546875,-0.0029723377709661714,0.15910545803197196,15.65999984741211,14.4397,9.7266,11.7466,1.48,4.71,1.23,2.69,1.21,2.02
2015-03-18,186.6099853515625,0.012021449141041307,0.1730395853448068,13.970000267028809,16.6396,11.4636,13.7726,1.45,5.18,1.21,2.87,1.2,2.31
2015-03-19,185.7588348388672,-0.004561119873043196,0.16768921118022417,14.069999694824219,16.807000000000002,11.8037,14.0468,1.42,5.0,1.2,2.76,1.19,2.24
2015-03-20,187.39846801757812,0.008826676696875202,0.17799602632974132,13.020000457763672,16.5738,11.2155,13.6031,1.48,5.36,1.22,2.97,1.21,2.39
2015-03-23,187.0332794189453,-0.0019487277697411987,0.17570043276058778,13.40999984741211,15.6154,10.2172,12.5397,1.53,5.4,1.25,3.08,1.23,2.32
2015-03-24,185.9823455810547,-0.005618967069152325,0.16909421074571784,13.619999885559082,17.1135,11.2346,13.8024,1.52,5.88,1.24,3.31,1.23,2.57
2015-03-25,183.2570037841797,-0.014653766132265766,0.1519625775948643,15.4399995803833,16.5217,11.5253,13.8703,1.43,5.0,1.19,2.65,1.2,2.35
2015-03-26,182.82058715820312,-0.002381445821795336,0.14921924112758633,15.800000190734863,16.2235,10.8761,13.3197,1.49,5.35,1.22,2.9,1.22,2.44
2015-03-27,183.2391815185547,0.002289645640342064,0.15185054595283143,15.069999694824219,16.1198,10.8662,13.2466,1.48,5.25,1.22,2.87,1.22,2.38
2015-03-30,185.4746551513672,0.01219975779353799,0.1659028436278105,14.510000228881836,16.1251,10.9126,13.2493,1.48,5.21,1.22,2.88,1.21,2.34
2015-03-31,183.8537139892578,-0.008739421355367982,0.15571352741792532,15.289999961853027,15.1299,10.302,12.4846,1.47,4.83,1.21,2.65,1.21,2.18
2015-04-01,183.2035675048828,-0.0035362162137936304,0.15162667450376932,15.109999656677246,14.14,9.6122,11.5633,1.47,4.53,1.22,2.58,1.2,1.95
2015-04-02,183.8626251220703,0.003597406023056582,0.15576954323894188,14.670000076293945,13.4742,9.1453,10.932,1.47,4.33,1.23,2.54,1.2,1.79
2015-04-06,185.1005859375,0.006733074841109188,0.16355142607264428,14.739999771118164,14.979000000000001,10.5743,12.462,1.42,4.4,1.2,2.52,1.18,1.89
